id,breath_id,R,C,time_step,u_in,u_out,pressure
75,1,20,50,2.519501686,4.969729518,1,6.470211014
76,1,20,50,2.553593397,4.974473567,1,6.399908869
77,1,20,50,2.587753534,4.978481483,1,6.610815305
78,1,20,50,2.621773481,4.981847395,1,6.329606723
79,1,20,50,2.655745745,4.984683162,1,6.54051316
80,1,20,50,2.689766169,4.987079042,1,6.470211014
81,2,20,20,0,12.18433752,0,6.048398141
82,2,20,20,0.033997536,13.98020544,0,7.524743196
83,2,20,20,0.068150997,12.57416253,0,9.282296832
84,2,20,20,0.10206151,11.73053679,0,10.33682901
85,2,20,20,0.135917187,12.1242288,0,9.844713996
86,2,20,20,0.17001009,11.05563619,0,11.18045476
87,2,20,20,0.204087019,10.77442761,0,11.53196549
88,2,20,20,0.238071442,11.11187791,0,11.11015261
89,2,20,20,0.272077322,10.09952701,0,12.37559123
90,2,20,20,0.306068897,10.0432853,0,12.44589338
91,2,20,20,0.339961052,9.424626418,0,13.21921698
92,2,20,20,0.374056101,9.424626418,0,13.21921698
93,2,20,20,0.407880068,9.030934404,0,13.711332
94,2,20,20,0.442127466,8.018583509,0,14.97677061
95,2,20,20,0.476163864,8.524758956,0,14.3440513
96,2,20,20,0.510164738,7.962341793,0,15.04707276
97,2,20,20,0.544209957,7.906100076,0,15.1173749
98,2,20,20,0.578205824,8.243550374,0,14.69556203
99,2,20,20,0.612162828,7.343682913,0,15.82039636
100,2,20,20,0.646188498,7.399924629,0,15.75009421
101,2,20,20,0.680164814,6.893749182,0,16.38281352
102,2,20,20,0.714289665,6.893749182,0,16.38281352
103,2,20,20,0.748242617,7.23119948,0,15.96100065
104,2,20,20,0.782326937,6.331332018,0,17.08583498
105,2,20,20,0.816327572,6.443815451,0,16.94523069
106,2,20,20,0.850213528,5.99388172,0,17.50764785
107,2,20,20,0.884162426,6.106365153,0,17.36704356
108,2,20,20,0.918328047,5.487706273,0,18.14036716
109,2,20,20,0.95234251,5.768914855,0,17.78885643
110,2,20,20,0.986326933,0,1,18.56218003
111,2,20,20,1.020357847,0,1,17.15613712
112,2,20,20,1.054326773,0,1,9.844713996
113,2,20,20,1.088429928,0,1,7.876253923
114,2,20,20,1.12249732,0,1,8.22776465
115,2,20,20,1.156515598,0,1,7.384138905
116,2,20,20,1.190484047,0,1,6.751419596
117,2,20,20,1.224447489,0,1,7.735649632
118,2,20,20,1.258458138,0,1,6.399908869
119,2,20,20,1.292509079,0,1,6.399908869
120,2,20,20,1.326453447,0,1,7.243534614
121,2,20,20,1.360425711,0,1,5.907793851
122,2,20,20,1.394409895,0,1,6.610815305
123,2,20,20,1.428493261,0,1,6.329606723
124,2,20,20,1.462496996,0,1,6.259304578
125,2,20,20,1.496515751,0.502441186,1,6.821721741
126,2,20,20,1.530568123,1.206561348,1,5.978095996
127,2,20,20,1.564768791,1.80281875,1,6.399908869
128,2,20,20,1.59896183,2.305252878,1,6.610815305
129,2,20,20,1.633006573,2.72704521,1,6.962326032
130,2,20,20,1.667103052,3.083312841,1,6.54051316
131,2,20,20,1.70126915,3.384300856,1,6.821721741
132,2,20,20,1.735422373,3.637935376,1,6.470211014
133,2,20,20,1.769586325,3.85181562,1,7.032628178
134,2,20,20,1.8037467,4.03209369,1,6.189002432
135,2,20,20,1.837792635,4.183599027,1,7.032628178
136,2,20,20,1.871912718,4.311644646,1,6.821721741
137,2,20,20,1.905979633,4.419453077,1,7.032628178
138,2,20,20,1.940168619,4.510675582,1,6.751419596
139,2,20,20,1.974279881,4.587403798,1,7.102930323
140,2,20,20,2.008501768,4.652293075,1,5.696887414
141,2,20,20,2.042757034,4.707026071,1,6.54051316
142,2,20,20,2.076789379,4.752868174,1,5.837491705
143,2,20,20,2.110876322,4.79159419,1,6.259304578
144,2,20,20,2.145078182,4.824352721,1,5.696887414
145,2,20,20,2.179223061,4.851919878,1,6.118700287
146,2,20,20,2.213245153,4.87508381,1,5.626585269
147,2,20,20,2.247414351,4.894701724,1,5.978095996
148,2,20,20,2.281565189,4.911230524,1,5.556283123
149,2,20,20,2.31578064,4.92518895,1,5.696887414
150,2,20,20,2.349803448,4.936891747,1,5.345376687
151,2,20,20,2.384037256,4.946819993,1,5.626585269
152,2,20,20,2.418010473,4.955127891,1,5.134470251
153,2,20,20,2.452121973,4.962164079,1,5.485980978
154,2,20,20,2.486155987,4.968084593,1,5.064168105
155,2,20,20,2.520255089,4.973087433,1,5.204772396
156,2,20,20,2.554362774,4.977307036,1,5.064168105
157,2,20,20,2.588412523,4.980859506,1,5.204772396
158,2,20,20,2.622476339,4.983856991,1,4.99386596
159,2,20,20,2.65650177,4.986382443,1,5.064168105
160,2,20,20,2.690623999,4.988518365,1,5.134470251
161,3,50,20,0,0,0,5.064168105
162,3,50,20,0.031963825,7.187241871,0,5.064168105
163,3,50,20,0.063952208,13.33878065,0,6.751419596
164,3,50,20,0.095892191,17.11133538,0,12.30528909
165,3,50,20,0.127870798,18.35398017,0,18.70278432
166,3,50,20,0.159837961,17.4176718,0,24.5378624
167,3,50,20,0.191693068,15.35311111,0,27.84206323
168,3,50,20,0.223502398,13.64189879,0,27.20934392
169,3,50,20,0.255285978,12.33679479,0,26.36571818
170,3,50,20,0.287100315,11.48708472,0,25.311186
171,3,50,20,0.319041729,11.16644911,0,23.97544523
172,3,50,20,0.350994825,10.81428855,0,24.11604952
173,3,50,20,0.382995367,9.949994743,0,25.59239458
174,3,50,20,0.414960623,9.67080375,0,24.11604952
175,3,50,20,0.446925402,9.864619927,0,22.8506109
176,3,50,20,0.478924751,10.3006924,0,22.14758945
177,3,50,20,0.510868073,10.30458155,0,23.27242378
178,3,50,20,0.542865515,9.166579619,0,26.43602032
179,3,50,20,0.574867487,7.767023735,0,27.34994821
180,3,50,20,0.606865644,7.263670459,0,25.10027956
181,3,50,20,0.63884449,7.475484619,0,23.20212163
182,3,50,20,0.67085743,7.77629285,0,22.92091305
183,3,50,20,0.702846766,7.272512632,0,25.10027956
184,3,50,20,0.734848261,6.545123171,0,25.80330101
185,3,50,20,0.766863823,6.673487537,0,23.55363236
186,3,50,20,0.798876524,7.276368757,0,22.2178916
187,3,50,20,0.830868959,7.639703275,0,22.78030876
188,3,50,20,0.862864494,6.966464014,0,25.59239458
189,3,50,20,0.894862175,5.97848851,0,26.57662461
190,3,50,20,0.926828861,5.785855358,0,24.5378624
191,3,50,20,0.958818913,6.213428382,0,22.8506109
192,3,50,20,0.99081707,6.488531799,0,23.20212163
193,3,50,20,1.022805929,0,1,25.59239458
194,3,50,20,1.054854631,0,1,23.6239345
195,3,50,20,1.086872339,0,1,8.579275378
196,3,50,20,1.118828535,0,1,5.134470251
197,3,50,20,1.15079093,0,1,7.31383676
198,3,50,20,1.182751417,0,1,7.243534614
199,3,50,20,1.214728355,0,1,7.173232469
200,3,50,20,1.246737003,0,1,7.173232469
201,3,50,20,1.278716564,0,1,7.243534614
202,3,50,20,1.310701609,0,1,7.032628178
203,3,50,20,1.342611074,0,1,6.892023887
204,3,50,20,1.374609232,0,1,6.962326032
205,3,50,20,1.406584978,0,1,6.821721741
206,3,50,20,1.438551426,0,1,7.032628178
207,3,50,20,1.470546007,0,1,6.962326032
208,3,50,20,1.502500057,0.101020599,1,6.892023887
209,3,50,20,1.534494638,0.825252023,1,7.032628178
210,3,50,20,1.566476107,1.442184792,1,6.962326032
211,3,50,20,1.598488808,1.968422395,1,6.68111745
212,3,50,20,1.630414486,2.415699803,1,7.805951778
213,3,50,20,1.662389994,2.797534938,1,7.173232469
214,3,50,20,1.694349527,3.1228033,1,7.524743196
215,3,50,20,1.726341963,3.400297987,1,7.243534614
216,3,50,20,1.758369446,3.637011173,1,7.384138905
217,3,50,20,1.790354967,3.838453452,1,7.805951778
218,3,50,20,1.8223207,4.010025719,1,6.189002432
219,3,50,20,1.854293585,4.156285186,1,7.735649632
220,3,50,20,1.886303425,4.281069034,1,7.665347487
221,3,50,20,1.91830802,4.387381517,1,7.243534614
222,3,50,20,1.9503088,4.477963001,1,7.45444105
223,3,50,20,1.982270956,4.555065232,1,7.384138905
224,3,50,20,2.014263391,4.62083726,1,8.157462505
225,3,50,20,2.046278238,4.67692281,1,5.76718956
226,3,50,20,2.078267097,4.724676443,1,6.962326032
227,3,50,20,2.110251665,4.765366637,1,7.032628178
228,3,50,20,2.142271519,4.800078484,1,6.54051316
229,3,50,20,2.174233913,4.829606086,1,6.962326032
230,3,50,20,2.206242323,4.85480599,1,6.962326032
231,3,50,20,2.238075495,4.876170578,1,6.470211014
232,3,50,20,2.270009995,4.894444963,1,6.54051316
233,3,50,20,2.301941633,4.910021181,1,6.68111745
234,3,50,20,2.333896399,4.923307765,1,6.54051316
235,3,50,20,2.365813494,4.934620092,1,6.329606723
236,3,50,20,2.397749186,4.944269001,1,6.610815305
237,3,50,20,2.429648876,4.95248535,1,6.68111745
238,3,50,20,2.461564302,4.959493561,1,6.048398141
239,3,50,20,2.493379593,4.965450796,1,6.470211014
240,3,50,20,2.525397778,4.970561788,1,6.610815305
241,4,50,50,0,0,0,6.259304578
242,4,50,50,0.031853676,1.262538585,0,5.76718956
243,4,50,50,0.063761473,4.001352088,0,6.54051316
244,4,50,50,0.096497774,6.379410914,0,8.649577523
245,4,50,50,0.128229141,8.295193637,0,10.75864189
246,4,50,50,0.160055876,9.790410265,0,13.35982127
247,4,50,50,0.191821575,10.87444341,0,16.0313028
248,4,50,50,0.224364519,13.33650606,0,19.05429505
249,4,50,50,0.256180048,15.9982339,0,21.444568
250,4,50,50,0.287979364,18.2940058,0,24.32695596
251,4,50,50,0.319634438,20.19616128,0,27.56085465
252,4,50,50,0.352385044,21.80158172,0,30.72445119
253,4,50,50,0.384078026,23.02368994,0,33.88804774
254,4,50,50,0.41582346,23.96931082,0,36.7704357
255,4,50,50,0.447597742,23.55146366,0,39.30131294
256,4,50,50,0.480223894,19.47507579,0,40.49644941
257,4,50,50,0.511979103,15.85752314,0,38.38738505
258,4,50,50,0.543780327,12.61485227,0,35.85650781
259,4,50,50,0.57554245,9.766673871,0,33.04442199
260,4,50,50,0.608223677,7.291797776,0,29.59961687
261,4,50,50,0.639893532,5.325420641,0,26.01420745
262,4,50,50,0.671730518,3.773586767,0,22.28819374
263,4,50,50,0.703667402,4.342747267,0,18.84338861
264,4,50,50,0.736374617,5.618757183,0,17.4373457
265,4,50,50,0.768030882,6.629535161,0,18.70278432
266,4,50,50,0.799763441,7.35572766,0,20.60094225
267,4,50,50,0.831598997,7.847085963,0,22.2178916
268,4,50,50,0.864403725,8.131775056,0,23.7645388
269,4,50,50,0.896301031,8.231783173,0,25.10027956
270,4,50,50,0.92808938,8.207824684,0,26.0845096
271,4,50,50,0.959913492,8.101137553,0,26.78753105
272,4,50,50,0.992635965,7.929084066,0,27.34994821
273,4,50,50,1.024348259,0,1,26.64692676
274,4,50,50,1.056046724,0,1,21.58517229
275,4,50,50,1.087841034,0,1,8.298066796
276,4,50,50,1.120557308,0,1,6.048398141
277,4,50,50,1.152300835,0,1,6.54051316
278,4,50,50,1.183926582,0,1,7.243534614
279,4,50,50,1.215681076,0,1,6.54051316
280,4,50,50,1.248279333,0,1,6.470211014
281,4,50,50,1.279946804,0,1,6.962326032
282,4,50,50,1.311782598,0,1,6.189002432
283,4,50,50,1.34355402,0,1,6.68111745
284,4,50,50,1.376180649,0,1,6.259304578
285,4,50,50,1.407922506,0,1,6.329606723
286,4,50,50,1.439767122,0,1,6.892023887
287,4,50,50,1.471476078,0,1,6.189002432
288,4,50,50,1.504241467,0.237117871,1,6.751419596
289,4,50,50,1.536009789,0.93663534,1,6.470211014
290,4,50,50,1.567829847,1.534312345,1,6.259304578
291,4,50,50,1.599568844,2.042879213,1,7.384138905
292,4,50,50,1.632313251,2.48946959,1,6.610815305
293,4,50,50,1.663950443,2.856782744,1,6.329606723
294,4,50,50,1.69580555,3.17234713,1,7.524743196
295,4,50,50,1.727520704,3.440357255,1,7.384138905
296,4,50,50,1.760198832,3.675458782,1,6.470211014
297,4,50,50,1.791920185,3.869726791,1,7.31383676
298,4,50,50,1.823652744,4.035555908,1,6.892023887
299,4,50,50,1.855436325,4.177265161,1,7.595045341
300,4,50,50,1.888207912,4.301611161,1,6.68111745
301,4,50,50,1.920035601,4.40435933,1,7.524743196
302,4,50,50,1.951723576,4.491636009,1,7.032628178
303,4,50,50,1.98358655,4.566503884,1,6.54051316
304,4,50,50,2.016381979,4.632065221,1,7.665347487
305,4,50,50,2.048054218,4.685952423,1,6.751419596
306,4,50,50,2.079839468,4.732098803,1,6.751419596
307,4,50,50,2.111655951,4.771500086,1,6.610815305
308,4,50,50,2.144432068,4.806039361,1,7.243534614
309,4,50,50,2.176163435,4.834495496,1,6.259304578
310,4,50,50,2.208013535,4.85886062,1,6.68111745
311,4,50,50,2.23976779,4.879581083,1,7.032628178
312,4,50,50,2.27259469,4.897809151,1,6.259304578
313,4,50,50,2.304395437,4.912831903,1,6.892023887
314,4,50,50,2.33608532,4.925604981,1,6.892023887
315,4,50,50,2.367801905,4.936514847,1,6.189002432
316,4,50,50,2.400608778,4.946119335,1,7.032628178
317,4,50,50,2.432266235,4.954007221,1,6.54051316
318,4,50,50,2.464061975,4.960767491,1,6.399908869
319,4,50,50,2.495845318,4.966532025,1,6.962326032
320,4,50,50,2.52857852,4.971584835,1,6.329606723
321,5,5,50,0,21.42437484,0,6.329606723
322,5,5,50,0.033967018,28.50465302,0,7.384138905
323,5,5,50,0.068797112,29.35302527,0,8.368368941
324,5,5,50,0.102812529,30.50209457,0,9.00108825
325,5,5,50,0.13692522,31.02464698,0,9.77441185
326,5,5,50,0.172140598,32.22465138,0,10.12592258
327,5,5,50,0.206255198,32.36478773,0,10.82894403
328,5,5,50,0.240302563,32.85834588,0,11.2507569
329,5,5,50,0.27526021,32.55176077,0,11.95377836
330,5,5,50,0.309354305,34.03127435,0,11.74287192
331,5,5,50,0.343662262,32.96467932,0,12.65679981
332,5,5,50,0.37878871,33.53387601,0,12.72710196
333,5,5,50,0.413107872,32.43749304,0,13.50042556
334,5,5,50,0.447366238,32.3822295,0,13.711332
335,5,5,50,0.482384205,31.14228352,0,14.41435345
336,5,5,50,0.516675234,30.81853643,0,14.62525989
337,5,5,50,0.550954103,32.12922376,0,14.76586418
338,5,5,50,0.5860672,32.29449222,0,15.82039636
339,5,5,50,0.620551586,32.95478939,0,16.52341781
340,5,5,50,0.654845476,33.76517312,0,17.08583498
341,5,5,50,0.68993187,29.35898225,0,17.71855429
342,5,5,50,0.724151611,26.80891027,0,17.50764785
343,5,5,50,0.758089066,23.73695076,0,17.57795
344,5,5,50,0.793189764,21.01532612,0,17.85915858
345,5,5,50,0.827419758,20.17458309,0,17.99976287
346,5,5,50,0.861448765,18.70263937,0,18.42157574
347,5,5,50,0.896438122,17.62185461,0,18.63248218
348,5,5,50,0.930520296,16.54528138,0,18.84338861
349,5,5,50,0.964405298,14.98491188,0,19.26520149
350,5,5,50,0.999376297,0,1,19.40580578
351,5,5,50,1.033715487,0,1,18.3512736
352,5,5,50,1.067935228,0,1,12.23498694
353,5,5,50,1.102957249,0,1,11.11015261
354,5,5,50,1.137135029,0,1,10.89924618
355,5,5,50,1.171418667,0,1,9.633807559
356,5,5,50,1.206494808,0,1,11.2507569
357,5,5,50,1.240791321,0,1,8.790181814
358,5,5,50,1.275078297,0,1,8.438671087
359,5,5,50,1.310046196,0,1,9.563505414
360,5,5,50,1.344157696,0,1,7.876253923
361,5,5,50,1.378373384,0,1,7.524743196
362,5,5,50,1.413695097,0,1,8.438671087
363,5,5,50,1.4478724,0,1,7.102930323
364,5,5,50,1.481855631,0.150554803,1,6.54051316
365,5,5,50,1.516968489,0.9313957,1,7.173232469
366,5,5,50,1.551019192,1.56833179,1,6.54051316
367,5,5,50,1.585128307,2.106401383,1,7.173232469
368,5,5,50,1.620275259,2.572732436,1,6.259304578
369,5,5,50,1.654402971,2.953506985,1,6.399908869
370,5,5,50,1.688678265,3.275820755,1,6.68111745
371,5,5,50,1.724078417,3.555518583,1,5.978095996
372,5,5,50,1.758059025,3.781223683,1,6.54051316
373,5,5,50,1.792160273,3.972281705,1,5.76718956
374,5,5,50,1.828458548,4.142856798,1,6.189002432
375,5,5,50,1.863179922,4.279462019,1,5.978095996
376,5,5,50,1.89748168,4.393023946,1,5.485980978
377,5,5,50,1.932649612,4.490897344,1,6.189002432
378,5,5,50,1.966630936,4.57044789,1,5.204772396
379,5,5,50,2.000727654,4.637777207,1,6.118700287
380,5,5,50,2.03596735,4.696293738,1,4.853261669
381,5,5,50,2.070245981,4.744130427,1,5.345376687
382,5,5,50,2.104350328,4.784244441,1,5.485980978
383,5,5,50,2.139353991,4.818885797,1,5.134470251
384,5,5,50,2.173485994,4.847301137,1,5.345376687
385,5,5,50,2.207696676,4.871308977,1,5.204772396
386,5,5,50,2.242710352,4.891976804,1,5.345376687
387,5,5,50,2.276814222,4.908911949,1,5.345376687
388,5,5,50,2.311108589,4.923265241,1,5.275074541
389,5,5,50,2.346192122,4.935611366,1,5.345376687
390,5,5,50,2.380526781,4.945768396,1,5.345376687
391,5,5,50,2.414673328,4.954280217,1,5.556283123
392,5,5,50,2.44968462,4.961622374,1,5.626585269
393,5,5,50,2.483979702,4.967669882,1,5.696887414
394,5,5,50,2.518057108,4.972734772,1,5.76718956
395,5,5,50,2.553102255,4.977117179,1,5.76718956
396,5,5,50,2.587415457,4.980724778,1,5.837491705
397,5,5,50,2.621570349,4.983750762,1,5.837491705
398,5,5,50,2.656784058,4.986374031,1,5.837491705
399,5,5,50,2.690775156,4.988503738,1,6.048398141
400,5,5,50,2.724875927,4.990305894,1,6.048398141
401,6,5,50,0,7.968614584,0,5.978095996
402,6,5,50,0.03425765,12.30987319,0,6.470211014
403,6,5,50,0.06854105,15.9933087,0,7.102930323
404,6,5,50,0.103607893,19.5681649,0,7.735649632
405,6,5,50,0.137955427,22.68271751,0,8.438671087
406,6,5,50,0.172230244,25.26462846,0,9.282296832
407,6,5,50,0.207302332,22.7963341,0,9.915016141
408,6,5,50,0.241515875,19.46417024,0,9.563505414
409,6,5,50,0.275436163,14.98357487,0,9.77441185
410,6,5,50,0.310611486,10.93275003,0,9.704109705
411,6,5,50,0.344897509,6.527982173,0,9.844713996
412,6,5,50,0.378974199,2.905672546,0,9.633807559
413,6,5,50,0.414196968,1.864673704,0,9.493203269
414,6,5,50,0.448335886,1.464110996,0,9.704109705
415,6,5,50,0.482661486,1.801443576,0,9.563505414
416,6,5,50,0.51781559,1.21883929,0,9.844713996
417,6,5,50,0.552202225,2.152560287,0,9.422901123
418,6,5,50,0.586335659,0.96767918,0,9.985318287
419,6,5,50,0.621372938,2.182234109,0,9.422901123
420,6,5,50,0.655446768,0.995557982,0,9.985318287
421,6,5,50,0.689403296,1.888773438,0,9.563505414
422,6,5,50,0.724555492,0.823206223,0,10.05562043
423,6,5,50,0.758603096,1.859174521,0,9.563505414
424,6,5,50,0.792873144,0.956058172,0,9.985318287
425,6,5,50,0.827986717,1.694387527,0,9.633807559
426,6,5,50,0.862264633,0.774768268,0,10.05562043
427,6,5,50,0.896620989,1.496920784,0,9.704109705
428,6,5,50,0.931874275,1.037881936,0,9.915016141
429,6,5,50,0.966153622,1.162653459,0,9.844713996
430,6,5,50,1.000250816,0,1,9.844713996
431,6,5,50,1.035427809,0,1,9.704109705
432,6,5,50,1.069672823,0,1,8.016858214
433,6,5,50,1.103837013,0,1,8.368368941
434,6,5,50,1.138903618,0,1,6.68111745
435,6,5,50,1.173140049,0,1,7.243534614
436,6,5,50,1.207151651,0,1,6.259304578
437,6,5,50,1.242297173,0,1,6.751419596
438,6,5,50,1.276551485,0,1,6.54051316
439,6,5,50,1.310722828,0,1,6.399908869
440,6,5,50,1.345872402,0,1,6.259304578
441,6,5,50,1.379842043,0,1,5.978095996
442,6,5,50,1.413849354,0,1,5.907793851
443,6,5,50,1.448946238,0,1,5.978095996
444,6,5,50,1.482920647,0.309258797,1,5.837491705
445,6,5,50,1.517276764,1.049626929,1,5.837491705
446,6,5,50,1.552209377,1.682714076,1,5.837491705
447,6,5,50,1.586360455,2.203435863,1,5.837491705
448,6,5,50,1.620341301,2.640411268,1,5.837491705
449,6,5,50,1.655541182,3.021205275,1,5.907793851
450,6,5,50,1.68964982,3.331467094,1,5.978095996
451,6,5,50,1.723929167,3.594282275,1,6.189002432
452,6,5,50,1.758933544,3.819986214,1,6.189002432
453,6,5,50,1.793179274,4.005686297,1,6.048398141
454,6,5,50,1.827160835,4.161055172,1,6.399908869
455,6,5,50,1.86216855,4.295769041,1,6.399908869
456,6,5,50,1.896304131,4.406267745,1,6.189002432
457,6,5,50,1.930501223,4.499582371,1,6.259304578
458,6,5,50,1.965499878,4.579918083,1,6.329606723
459,6,5,50,1.99957633,4.645727118,1,6.118700287
460,6,5,50,2.03375411,4.701377997,1,5.837491705
461,6,5,50,2.068604231,4.749131733,1,6.399908869
462,6,5,50,2.102529526,4.788272199,1,5.76718956
463,6,5,50,2.136467695,4.821317472,1,5.907793851
464,6,5,50,2.171487331,4.850018423,1,5.837491705
465,6,5,50,2.205945253,4.873755203,1,5.837491705
466,6,5,50,2.240268707,4.89366382,1,5.837491705
467,6,5,50,2.275144815,4.910680034,1,6.048398141
468,6,5,50,2.30927062,4.924691273,1,5.978095996
469,6,5,50,2.343438148,4.936517874,1,5.978095996
470,6,5,50,2.37833333,4.946681548,1,5.978095996
471,6,5,50,2.412304878,4.955010698,1,6.048398141
472,6,5,50,2.446480274,4.962077381,1,5.978095996
473,6,5,50,2.481710911,4.968202281,1,6.048398141
474,6,5,50,2.515927315,4.973202394,1,6.189002432
475,6,5,50,2.550047874,4.977405427,1,6.189002432
476,6,5,50,2.584917068,4.981020418,1,5.978095996
477,6,5,50,2.619129896,4.984004625,1,6.048398141
478,6,5,50,2.653240681,4.986512738,1,6.048398141
479,6,5,50,2.688449383,4.988689831,1,5.907793851
480,6,5,50,2.722631216,4.99046668,1,5.837491705
481,7,50,20,0,0,0,6.399908869
482,7,50,20,0.034105539,0,0,6.048398141
483,7,50,20,0.068965197,0.413631169,0,6.329606723
484,7,50,20,0.103130817,1.478318009,0,6.470211014
485,7,50,20,0.137414932,2.460096624,0,6.610815305
486,7,50,20,0.17246151,3.315082306,0,7.243534614
487,7,50,20,0.206754923,4.007750113,0,7.946556069
488,7,50,20,0.240691662,4.479848045,0,9.282296832
489,7,50,20,0.2754848,4.767713632,0,10.54773545
490,7,50,20,0.309537888,4.897010114,0,11.60226763
491,7,50,20,0.343958378,4.921474545,0,11.53196549
492,7,50,20,0.378814697,0.220020499,0,10.40713116
493,7,50,20,0.412918329,0,0,8.930786105
494,7,50,20,0.44697094,0,0,8.298066796
495,7,50,20,0.481779814,0,0,8.22776465
496,7,50,20,0.515792608,0,0,8.298066796
497,7,50,20,0.54983449,0,0,8.157462505
498,7,50,20,0.585009336,0,0,8.22776465
499,7,50,20,0.619100332,0,0,8.22776465
500,7,50,20,0.653161049,0,0,8.157462505
501,7,50,20,0.688367367,3.932522452,0,8.298066796
502,7,50,20,0.722363234,8.975884628,0,9.00108825
503,7,50,20,0.756553173,8.881059419,0,12.51619552
504,7,50,20,0.791758299,8.281432855,0,15.1173749
505,7,50,20,0.826013565,7.789485473,0,14.69556203
506,7,50,20,0.860324144,7.400615846,0,14.13314487
507,7,50,20,0.895195007,7.058662448,0,13.92223843
508,7,50,20,0.929157495,6.612653806,0,14.97677061
509,7,50,20,0.963465214,6.064646482,0,15.96100065
510,7,50,20,0.998194218,0,1,14.83616632
511,7,50,20,1.032265186,0,1,12.44589338
512,7,50,20,1.066544056,0,1,6.68111745
513,7,50,20,1.10145998,0,1,7.173232469
514,7,50,20,1.135364294,0,1,6.54051316
